Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
2997,1/9/25,14:33:00,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
2998,1/9/25,14:33:02,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
2999,1/9/25,14:33:04,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3000,1/9/25,14:33:06,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3001,1/9/25,14:33:08,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3002,1/9/25,14:33:10,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3003,1/9/25,14:33:12,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3004,1/9/25,14:33:14,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3005,1/9/25,14:33:16,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3006,1/9/25,14:33:18,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3007,1/9/25,14:33:20,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3008,1/9/25,14:33:22,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3009,1/9/25,14:33:24,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3010,1/9/25,14:33:26,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3011,1/9/25,14:33:28,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3012,1/9/25,14:33:30,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3013,1/9/25,14:33:32,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3014,1/9/25,14:33:34,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3015,1/9/25,14:33:36,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3016,1/9/25,14:33:38,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3017,1/9/25,14:33:40,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3018,1/9/25,14:33:42,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3019,1/9/25,14:33:44,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3020,1/9/25,14:33:46,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3021,1/9/25,14:33:48,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3022,1/9/25,14:33:50,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3023,1/9/25,14:33:52,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3024,1/9/25,14:33:54,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3025,1/9/25,14:33:56,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3026,1/9/25,14:33:58,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3027,1/9/25,14:34:00,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3028,1/9/25,14:34:02,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3029,1/9/25,14:34:04,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3030,1/9/25,14:34:06,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3031,1/9/25,14:34:08,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3032,1/9/25,14:34:10,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3033,1/9/25,14:34:12,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3034,1/9/25,14:34:14,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3035,1/9/25,14:34:16,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3036,1/9/25,14:34:18,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3037,1/9/25,14:34:20,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3038,1/9/25,14:34:22,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3039,1/9/25,14:34:24,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3040,1/9/25,14:34:26,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3041,1/9/25,14:34:28,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3042,1/9/25,14:34:30,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3043,1/9/25,14:34:32,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3044,1/9/25,14:34:34,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3045,1/9/25,14:34:36,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3046,1/9/25,14:34:38,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3047,1/9/25,14:34:40,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3048,1/9/25,14:34:42,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3049,1/9/25,14:34:44,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3050,1/9/25,14:34:46,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3051,1/9/25,14:34:48,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3052,1/9/25,14:34:50,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3053,1/9/25,14:34:52,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3054,1/9/25,14:34:54,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3055,1/9/25,14:34:56,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3056,1/9/25,14:34:58,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3057,1/9/25,14:35:00,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3058,1/9/25,14:35:02,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3059,1/9/25,14:35:04,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3060,1/9/25,14:35:06,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3061,1/9/25,14:35:08,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3062,1/9/25,14:35:10,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3063,1/9/25,14:35:12,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3064,1/9/25,14:35:14,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3065,1/9/25,14:35:16,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3066,1/9/25,14:35:18,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3067,1/9/25,14:35:20,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3068,1/9/25,14:35:22,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3069,1/9/25,14:35:24,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3070,1/9/25,14:35:26,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3071,1/9/25,14:35:28,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3072,1/9/25,14:35:30,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3073,1/9/25,14:35:32,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3074,1/9/25,14:35:34,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3075,1/9/25,14:35:36,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3076,1/9/25,14:35:38,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3077,1/9/25,14:35:40,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3078,1/9/25,14:35:42,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3079,1/9/25,14:35:44,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3080,1/9/25,14:35:46,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3081,1/9/25,14:35:48,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3082,1/9/25,14:35:50,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3083,1/9/25,14:35:52,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3084,1/9/25,14:35:54,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3085,1/9/25,14:35:56,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3086,1/9/25,14:35:58,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3087,1/9/25,14:36:00,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3088,1/9/25,14:36:02,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3089,1/9/25,14:36:04,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3090,1/9/25,14:36:06,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3091,1/9/25,14:36:08,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3092,1/9/25,14:36:10,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3093,1/9/25,14:36:12,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3094,1/9/25,14:36:14,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3095,1/9/25,14:36:16,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3096,1/9/25,14:36:18,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3097,1/9/25,14:36:20,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3098,1/9/25,14:36:22,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3099,1/9/25,14:36:24,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3100,1/9/25,14:36:26,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3101,1/9/25,14:36:28,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3102,1/9/25,14:36:30,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3103,1/9/25,14:36:32,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3104,1/9/25,14:36:34,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3105,1/9/25,14:36:36,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3106,1/9/25,14:36:38,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3107,1/9/25,14:36:40,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3108,1/9/25,14:36:42,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3109,1/9/25,14:36:44,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3110,1/9/25,14:36:46,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3111,1/9/25,14:36:48,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3112,1/9/25,14:36:50,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3113,1/9/25,14:36:52,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3114,1/9/25,14:36:54,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3115,1/9/25,14:36:56,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3116,1/9/25,14:36:58,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3117,1/9/25,14:37:00,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3118,1/9/25,14:37:02,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3119,1/9/25,14:37:04,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3120,1/9/25,14:37:06,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3121,1/9/25,14:37:08,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3122,1/9/25,14:37:10,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3123,1/9/25,14:37:12,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3124,1/9/25,14:37:14,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3125,1/9/25,14:37:16,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3126,1/9/25,14:37:18,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3127,1/9/25,14:37:20,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3128,1/9/25,14:37:22,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3129,1/9/25,14:37:24,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3130,1/9/25,14:37:26,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3131,1/9/25,14:37:28,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3132,1/9/25,14:37:30,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3133,1/9/25,14:37:32,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3134,1/9/25,14:37:34,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3135,1/9/25,14:37:36,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3136,1/9/25,14:37:38,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3137,1/9/25,14:37:40,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3138,1/9/25,14:37:42,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3139,1/9/25,14:37:44,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3140,1/9/25,14:37:46,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3141,1/9/25,14:37:48,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3142,1/9/25,14:37:50,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3143,1/9/25,14:37:52,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3144,1/9/25,14:37:54,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3145,1/9/25,14:37:56,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3146,1/9/25,14:37:58,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3147,1/9/25,14:38:00,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3148,1/9/25,14:38:02,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3149,1/9/25,14:38:04,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3150,1/9/25,14:38:06,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3151,1/9/25,14:38:08,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3152,1/9/25,14:38:10,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3153,1/9/25,14:38:12,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3154,1/9/25,14:38:14,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3155,1/9/25,14:38:16,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3156,1/9/25,14:38:18,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3157,1/9/25,14:38:20,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3158,1/9/25,14:38:22,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3159,1/9/25,14:38:24,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3160,1/9/25,14:38:26,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3161,1/9/25,14:38:28,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3162,1/9/25,14:38:30,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3163,1/9/25,14:38:32,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3164,1/9/25,14:38:34,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3165,1/9/25,14:38:36,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3166,1/9/25,14:38:38,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3167,1/9/25,14:38:40,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3168,1/9/25,14:38:42,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3169,1/9/25,14:38:44,90.1,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3171,1/9/25,14:38:50,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3172,1/9/25,14:38:52,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3173,1/9/25,14:38:54,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3174,1/9/25,14:38:56,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3175,1/9/25,14:38:58,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3176,1/9/25,14:39:00,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3177,1/9/25,14:39:02,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3178,1/9/25,14:39:04,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3179,1/9/25,14:39:06,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3180,1/9/25,14:39:08,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3181,1/9/25,14:39:10,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3182,1/9/25,14:39:12,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3183,1/9/25,14:39:14,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3184,1/9/25,14:39:16,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3185,1/9/25,14:39:18,89.9,T1 KTemp F,71.9,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3186,1/9/25,14:39:20,89.9,T1 KTemp F,72,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3187,1/9/25,14:39:22,89.9,T1 KTemp F,72,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3188,1/9/25,14:39:24,89.9,T1 KTemp F,72,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3189,1/9/25,14:39:26,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3190,1/9/25,14:39:28,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3191,1/9/25,14:39:30,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3192,1/9/25,14:39:32,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3193,1/9/25,14:39:34,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3194,1/9/25,14:39:36,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3195,1/9/25,14:39:38,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3196,1/9/25,14:39:40,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3197,1/9/25,14:39:42,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3198,1/9/25,14:39:44,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3199,1/9/25,14:39:46,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3200,1/9/25,14:39:48,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3201,1/9/25,14:39:50,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3202,1/9/25,14:39:52,89.9,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3203,1/9/25,14:39:54,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3204,1/9/25,14:39:56,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3205,1/9/25,14:39:58,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3206,1/9/25,14:40:00,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3207,1/9/25,14:40:02,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3208,1/9/25,14:40:04,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3209,1/9/25,14:40:06,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3210,1/9/25,14:40:08,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
3211,1/9/25,14:40:10,89.9,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
