Place,Date,Time,Value,Unit,Value,Unit,Value,Unit,Value,Unit
648,1/9/25,13:14:40,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
649,1/9/25,13:14:42,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
650,1/9/25,13:14:44,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
651,1/9/25,13:14:46,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
652,1/9/25,13:14:48,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
653,1/9/25,13:14:50,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
654,1/9/25,13:14:52,88.8,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
655,1/9/25,13:14:54,88.9,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
656,1/9/25,13:14:56,88.9,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
657,1/9/25,13:14:58,89,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
658,1/9/25,13:15:00,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
659,1/9/25,13:15:02,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
660,1/9/25,13:15:04,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
661,1/9/25,13:15:06,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
662,1/9/25,13:15:08,89,T1 KTemp F,72.6,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
663,1/9/25,13:15:10,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
664,1/9/25,13:15:12,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
665,1/9/25,13:15:14,89,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
666,1/9/25,13:15:16,89.1,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
667,1/9/25,13:15:18,89.1,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
668,1/9/25,13:15:20,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
669,1/9/25,13:15:22,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
670,1/9/25,13:15:24,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
671,1/9/25,13:15:26,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
672,1/9/25,13:15:28,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
673,1/9/25,13:15:30,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
674,1/9/25,13:15:32,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
675,1/9/25,13:15:34,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
676,1/9/25,13:15:36,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
677,1/9/25,13:15:38,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
678,1/9/25,13:15:40,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
679,1/9/25,13:15:42,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
680,1/9/25,13:15:44,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
681,1/9/25,13:15:46,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
682,1/9/25,13:15:48,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
683,1/9/25,13:15:50,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
684,1/9/25,13:15:52,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
685,1/9/25,13:15:54,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
686,1/9/25,13:15:56,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
687,1/9/25,13:15:58,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
688,1/9/25,13:16:00,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
689,1/9/25,13:16:02,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
690,1/9/25,13:16:04,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
691,1/9/25,13:16:06,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
692,1/9/25,13:16:08,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
693,1/9/25,13:16:10,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
694,1/9/25,13:16:12,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
695,1/9/25,13:16:14,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
696,1/9/25,13:16:16,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
697,1/9/25,13:16:18,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
698,1/9/25,13:16:20,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
699,1/9/25,13:16:22,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
700,1/9/25,13:16:24,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
701,1/9/25,13:16:26,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
702,1/9/25,13:16:28,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
703,1/9/25,13:16:30,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
704,1/9/25,13:16:32,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
705,1/9/25,13:16:34,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
706,1/9/25,13:16:36,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
707,1/9/25,13:16:38,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
708,1/9/25,13:16:40,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
709,1/9/25,13:16:42,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
710,1/9/25,13:16:44,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
711,1/9/25,13:16:46,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
712,1/9/25,13:16:48,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
713,1/9/25,13:16:50,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
714,1/9/25,13:16:52,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
715,1/9/25,13:16:54,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
716,1/9/25,13:16:56,89.2,T1 KTemp F,72.5,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
717,1/9/25,13:16:58,89.2,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
718,1/9/25,13:17:00,89.2,T1 KTemp F,72.4,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
719,1/9/25,13:17:02,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
720,1/9/25,13:17:04,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
721,1/9/25,13:17:06,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
722,1/9/25,13:17:08,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
723,1/9/25,13:17:10,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
724,1/9/25,13:17:12,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
725,1/9/25,13:17:14,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
726,1/9/25,13:17:16,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
727,1/9/25,13:17:18,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
728,1/9/25,13:17:20,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
729,1/9/25,13:17:22,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
730,1/9/25,13:17:24,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
731,1/9/25,13:17:26,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
732,1/9/25,13:17:28,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
733,1/9/25,13:17:30,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
734,1/9/25,13:17:32,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
735,1/9/25,13:17:34,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
736,1/9/25,13:17:36,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
737,1/9/25,13:17:38,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
738,1/9/25,13:17:40,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
739,1/9/25,13:17:42,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
740,1/9/25,13:17:44,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
741,1/9/25,13:17:46,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
742,1/9/25,13:17:48,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
743,1/9/25,13:17:50,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
744,1/9/25,13:17:52,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
745,1/9/25,13:17:54,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
746,1/9/25,13:17:56,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
747,1/9/25,13:17:58,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
748,1/9/25,13:18:00,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
749,1/9/25,13:18:02,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
750,1/9/25,13:18:04,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
751,1/9/25,13:18:06,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
752,1/9/25,13:18:08,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
753,1/9/25,13:18:10,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
754,1/9/25,13:18:12,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
755,1/9/25,13:18:14,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
756,1/9/25,13:18:16,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
757,1/9/25,13:18:18,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
758,1/9/25,13:18:20,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
759,1/9/25,13:18:22,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
760,1/9/25,13:18:24,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
761,1/9/25,13:18:26,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
762,1/9/25,13:18:28,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
763,1/9/25,13:18:30,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
764,1/9/25,13:18:32,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
765,1/9/25,13:18:34,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
766,1/9/25,13:18:36,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
767,1/9/25,13:18:38,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
768,1/9/25,13:18:40,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
769,1/9/25,13:18:42,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
770,1/9/25,13:18:44,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
771,1/9/25,13:18:46,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
772,1/9/25,13:18:48,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
773,1/9/25,13:18:50,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
774,1/9/25,13:18:52,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
775,1/9/25,13:18:54,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
776,1/9/25,13:18:56,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
777,1/9/25,13:18:58,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
778,1/9/25,13:19:00,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
779,1/9/25,13:19:02,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
780,1/9/25,13:19:04,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
781,1/9/25,13:19:06,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
782,1/9/25,13:19:08,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
783,1/9/25,13:19:10,89.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
784,1/9/25,13:19:12,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
785,1/9/25,13:19:14,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
786,1/9/25,13:19:16,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
787,1/9/25,13:19:18,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
788,1/9/25,13:19:20,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
789,1/9/25,13:19:22,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
790,1/9/25,13:19:24,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
791,1/9/25,13:19:26,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
792,1/9/25,13:19:28,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
793,1/9/25,13:19:30,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
794,1/9/25,13:19:32,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
795,1/9/25,13:19:34,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
796,1/9/25,13:19:36,89.2,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
797,1/9/25,13:19:38,89.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
798,1/9/25,13:19:40,89.3,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
799,1/9/25,13:19:42,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
800,1/9/25,13:19:44,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
801,1/9/25,13:19:46,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
802,1/9/25,13:19:48,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
803,1/9/25,13:19:50,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
804,1/9/25,13:19:52,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
805,1/9/25,13:19:54,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
806,1/9/25,13:19:56,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
807,1/9/25,13:19:58,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
808,1/9/25,13:20:00,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
809,1/9/25,13:20:02,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
810,1/9/25,13:20:04,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
811,1/9/25,13:20:06,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
812,1/9/25,13:20:08,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
813,1/9/25,13:20:10,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
814,1/9/25,13:20:12,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
815,1/9/25,13:20:14,89.4,T1 KTemp F,72.3,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
816,1/9/25,13:20:16,89.4,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
817,1/9/25,13:20:18,89.4,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
818,1/9/25,13:20:20,89.4,T1 KTemp F,72.2,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
819,1/9/25,13:20:22,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
820,1/9/25,13:20:24,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
821,1/9/25,13:20:26,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
822,1/9/25,13:20:28,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
823,1/9/25,13:20:30,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
824,1/9/25,13:20:32,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
825,1/9/25,13:20:34,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
826,1/9/25,13:20:36,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
827,1/9/25,13:20:38,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
828,1/9/25,13:20:40,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
829,1/9/25,13:20:42,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
830,1/9/25,13:20:44,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
831,1/9/25,13:20:46,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
832,1/9/25,13:20:48,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
833,1/9/25,13:20:50,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
834,1/9/25,13:20:52,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
835,1/9/25,13:20:54,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
836,1/9/25,13:20:56,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
837,1/9/25,13:20:58,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
838,1/9/25,13:21:00,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
839,1/9/25,13:21:02,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
840,1/9/25,13:21:04,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
841,1/9/25,13:21:06,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
842,1/9/25,13:21:08,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
843,1/9/25,13:21:10,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
844,1/9/25,13:21:12,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
845,1/9/25,13:21:14,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
846,1/9/25,13:21:16,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
847,1/9/25,13:21:18,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
848,1/9/25,13:21:20,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
849,1/9/25,13:21:22,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
850,1/9/25,13:21:24,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
851,1/9/25,13:21:26,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
852,1/9/25,13:21:28,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
853,1/9/25,13:21:30,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
854,1/9/25,13:21:32,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
855,1/9/25,13:21:34,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
856,1/9/25,13:21:36,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
857,1/9/25,13:21:38,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
858,1/9/25,13:21:40,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
859,1/9/25,13:21:42,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
860,1/9/25,13:21:44,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
861,1/9/25,13:21:46,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
862,1/9/25,13:21:48,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
863,1/9/25,13:21:50,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
864,1/9/25,13:21:52,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
865,1/9/25,13:21:54,89.4,T1 KTemp F,72.1,T2 KTemp F,9999,T3 KTemp F,9999,T4 KTemp F
